Word_Count,Section_Count,Has_Links,Skill_Count,ATS_Score
924,3,1,13,87.7
555,4,0,8,72.2
879,7,0,20,99.9
191,7,1,5,73.9
795,7,0,9,88.1
957,4,0,3,69.3
475,3,1,5,67.5
428,3,0,17,87.1
443,3,1,5,70.6
505,2,1,13,77.9
260,5,0,5,69.4
979,6,0,12,86.1
367,3,1,25,95.4
250,5,0,8,68.3
708,2,0,7,65.0
289,5,0,5,64.1
996,7,1,17,100.0
934,4,1,21,98.1
738,2,0,18,87.2
682,2,0,10,71.5
981,7,0,17,98.3
747,4,0,4,65.9
333,5,1,13,85.1
703,4,0,17,89.3
554,3,0,21,88.8
182,6,1,14,89.9
527,2,1,24,100.0
691,6,0,14,91.3
898,4,0,5,71.6
263,6,0,6,69.0
317,4,1,18,92.6
649,2,0,20,87.8
976,6,1,21,100.0
848,6,1,4,83.8
248,4,1,5,70.5
284,3,1,12,77.9
253,4,1,20,93.4
729,4,0,6,74.5
954,5,0,21,95.0
765,4,0,23,96.5
425,6,1,5,81.0
709,3,1,25,100.0
789,6,0,16,98.3
997,4,0,22,95.8
704,2,1,20,93.2
869,6,1,25,100.0
732,5,0,14,92.0
975,6,0,6,78.7
825,3,1,25,100.0
594,4,0,9,74.2
990,4,0,21,91.8
573,4,0,12,78.8
288,7,1,20,97.9
452,6,1,23,100.0
968,3,1,14,84.2
582,4,1,17,94.7
764,2,1,6,71.2
414,4,1,22,94.2
294,7,1,4,73.8
253,4,1,5,71.3
320,5,0,22,94.9
553,4,1,7,79.5
479,4,0,17,84.7
871,2,1,16,84.6
406,5,0,21,92.2
866,3,0,16,84.3
412,2,1,3,60.7
581,2,0,15,78.1
699,6,1,5,86.5
382,4,0,12,75.1
532,3,0,13,81.9
468,3,0,3,63.0
782,4,0,25,100.0
274,7,0,23,100.0
921,7,0,17,99.1
233,3,1,24,97.5
377,5,1,7,74.2
456,3,1,15,83.2
488,5,1,3,72.2
534,6,0,12,89.2
241,6,0,19,88.1
430,5,1,24,100.0
884,4,0,9,76.0
608,6,0,11,90.8
904,4,1,17,91.1
398,6,1,15,97.4
975,6,1,25,100.0
182,3,0,23,90.7
415,3,0,24,93.1
763,4,1,6,76.3
737,7,1,22,100.0
564,3,1,3,68.9
974,6,1,10,92.0
662,2,1,22,97.9
741,5,1,15,91.8
760,7,0,6,85.5
445,2,1,23,93.8
218,5,1,7,74.1
873,4,1,16,92.0
754,4,0,8,71.7
358,4,0,13,83.0
200,4,0,9,64.6
865,3,0,16,86.0
889,2,1,17,84.4
996,6,0,18,98.4
379,4,0,18,87.0
348,4,1,25,100.0
960,3,1,21,95.2
605,7,0,17,97.5
285,5,1,15,90.3
388,7,1,24,100.0
375,3,1,5,68.0
266,3,0,11,66.5
459,3,0,17,81.2
553,2,0,3,66.6
665,6,1,24,100.0
749,7,0,8,81.9
327,4,0,4,59.8
898,4,1,17,93.2
604,4,1,20,94.2
173,3,0,25,91.9
936,7,1,12,91.7
182,2,0,20,84.5
605,3,1,10,81.5
831,7,0,4,82.0
596,4,1,20,100.0
359,6,1,12,86.8
769,2,1,25,100.0
539,6,0,6,79.0
547,6,1,17,97.5
819,2,1,10,74.8
829,7,0,14,98.1
419,2,0,9,64.2
913,4,0,21,99.8
263,7,0,3,75.4
422,7,0,16,94.1
869,4,1,20,100.0
801,5,0,19,96.3
227,2,0,13,74.7
348,3,0,8,67.1
762,3,0,3,69.3
725,3,0,4,63.2
186,4,1,11,80.2
289,2,1,23,90.1
685,4,1,8,83.1
703,3,0,16,80.1
307,6,1,16,92.6
422,6,1,12,93.3
175,4,0,22,86.3
408,2,0,18,84.2
731,3,1,5,77.4
251,5,1,10,76.3
973,6,1,10,85.3
434,4,1,5,77.9
410,7,1,4,75.5
968,2,0,21,93.3
380,4,0,12,79.9
784,3,0,18,92.2
770,6,1,5,86.7
542,5,1,24,100.0
368,7,1,7,85.1
839,4,0,10,75.6
651,3,1,23,100.0
646,4,0,23,98.8
539,4,1,5,77.6
197,4,1,11,82.1
871,3,0,17,84.2
988,7,0,23,100.0
891,5,1,18,97.4
682,6,1,19,100.0
525,2,0,21,90.9
774,3,1,16,89.7
577,7,1,18,100.0
194,2,0,15,70.6
694,5,1,25,100.0
228,2,0,12,71.6
627,6,1,20,100.0
826,7,0,21,100.0
646,3,0,8,75.8
699,2,0,23,92.2
414,6,0,6,71.9
392,3,1,20,94.1
336,2,0,5,59.9
255,3,1,11,77.2
340,6,0,12,80.6
682,2,0,20,92.4
771,2,0,20,90.0
854,2,0,12,74.7
817,3,0,6,71.7
850,4,1,7,82.0
622,3,0,15,85.4
246,6,0,23,94.2
980,5,0,11,85.1
368,6,1,22,99.8
720,2,0,18,85.6
433,2,0,5,61.3
615,4,1,4,79.7
973,7,0,19,96.5
562,2,1,3,65.6
975,7,1,22,100.0
677,3,1,12,84.4
630,7,0,16,98.6
196,6,1,11,80.3
626,7,1,12,99.3
894,7,0,22,100.0
907,6,0,24,100.0
472,5,1,21,100.0
432,2,1,13,82.5
510,6,0,19,98.1
331,7,1,10,83.6
789,7,0,17,100.0
177,7,0,13,88.8
357,4,0,15,76.7
737,4,1,4,74.1
315,2,1,18,80.7
441,7,0,3,74.9
920,5,0,14,86.9
873,5,1,20,100.0
697,4,0,10,78.5
556,7,1,12,91.2
229,3,1,12,78.2
904,7,1,25,100.0
771,7,0,9,85.4
767,7,1,25,100.0
692,6,1,13,97.5
305,3,0,25,93.4
229,7,0,12,80.5
458,3,0,6,66.2
407,6,1,19,95.0
852,3,1,9,75.1
590,6,1,22,100.0
358,5,0,25,97.8
376,3,0,11,74.1
996,7,1,23,100.0
162,4,1,20,89.8
788,7,0,18,100.0
312,4,0,16,77.8
464,7,1,5,82.8
562,7,0,4,77.8
931,3,0,22,92.3
925,7,1,22,100.0
380,4,1,11,77.3
950,6,1,23,100.0
936,3,1,24,100.0
299,6,1,18,96.0
964,2,1,9,73.8
312,4,0,16,81.3
284,5,1,3,72.0
821,4,0,24,96.9
523,4,1,15,90.5
474,7,0,15,96.9
889,5,0,8,78.2
467,4,1,3,69.0
217,6,1,21,96.0
915,2,0,21,91.8
934,5,1,21,100.0
288,6,1,16,96.6
303,6,1,25,100.0
253,2,0,19,78.2
468,6,1,8,81.3
861,3,1,6,76.6
753,2,1,10,80.3
346,5,0,23,94.6
539,5,0,4,71.9
433,5,0,18,86.9
700,4,1,24,100.0
318,2,1,19,90.7
480,7,0,8,80.2
696,2,1,13,81.9
582,5,1,10,82.2
550,6,0,8,83.2
740,3,1,23,100.0
788,7,0,18,100.0
230,5,0,14,85.6
968,7,1,25,100.0
417,4,1,18,91.3
421,2,1,3,61.2
957,6,1,7,90.2
393,3,0,15,82.7
625,6,0,21,100.0
154,7,1,12,83.2
421,5,1,6,73.9
406,6,1,18,98.3
255,2,1,14,80.4
971,2,0,23,94.6
207,5,0,8,68.6
610,5,1,15,90.0
892,7,0,11,92.4
972,7,0,14,97.1
895,5,1,3,75.8
933,2,1,11,81.2
963,3,0,18,90.9
493,6,1,17,100.0
968,2,1,23,96.3
594,6,0,3,78.2
493,7,1,16,96.3
822,5,1,25,100.0
285,7,0,22,100.0
298,5,1,13,85.5
659,4,1,24,100.0
592,6,0,14,93.3
213,6,0,7,68.6
470,3,0,3,66.8
456,4,1,25,100.0
164,6,1,21,94.4
796,5,1,15,96.4
311,4,0,13,75.3
318,7,1,19,100.0
754,5,1,20,100.0
500,6,0,8,82.7
670,4,0,24,100.0
430,6,1,11,90.2
743,6,0,15,94.5
558,4,0,8,74.9
600,6,0,3,76.9
665,4,1,5,72.6
206,2,0,16,71.9
393,5,1,21,100.0
947,4,1,25,100.0
970,5,1,6,82.0
812,4,0,14,88.2
784,2,1,25,100.0
852,4,1,10,88.9
339,2,1,24,92.8
665,2,1,7,69.9
361,5,1,18,95.4
729,7,1,12,97.8
299,6,0,5,71.5
315,7,0,4,77.5
792,3,1,9,78.6
430,3,1,21,95.9
164,2,1,5,64.4
895,5,1,12,94.6
983,2,1,18,92.4
283,5,0,3,62.5
945,2,1,24,94.4
568,2,1,21,93.6
927,7,1,25,100.0
167,2,1,9,64.1
652,3,0,15,83.9
680,2,0,13,80.6
168,2,1,16,75.3
366,2,1,18,89.1
827,5,1,7,81.8
280,2,1,11,75.1
466,4,0,16,85.2
185,6,1,22,97.3
452,2,0,24,92.8
983,6,1,18,100.0
272,4,0,18,84.2
965,6,0,7,79.7
987,2,1,9,72.4
381,4,0,25,96.7
668,6,1,16,100.0
303,7,0,3,68.5
452,5,0,3,72.5
353,4,0,24,100.0
323,4,0,18,88.2
872,5,1,21,100.0
956,4,0,11,78.3
780,6,0,25,100.0
359,2,1,11,77.4
309,4,1,19,87.3
280,6,0,9,77.3
429,3,1,11,75.2
755,2,1,22,97.3
152,3,0,3,56.0
429,6,0,15,91.3
765,7,0,7,79.0
854,2,1,21,93.5
338,2,0,24,88.8
532,3,1,7,77.5
315,7,0,14,89.9
769,4,1,11,82.5
733,2,1,19,89.0
170,5,1,22,97.7
412,7,1,22,100.0
750,2,0,13,81.1
967,2,0,19,90.4
335,3,1,11,76.8
891,7,1,17,100.0
694,5,0,25,100.0
283,7,1,11,86.0
815,3,0,20,92.6
515,2,1,8,73.6
766,5,1,3,71.9
770,3,1,18,97.1
196,2,0,20,77.4
437,3,0,6,67.3
414,7,1,25,100.0
946,6,1,18,97.5
195,2,0,10,60.7
226,5,1,5,69.5
526,3,1,4,71.1
412,7,0,9,77.9
895,7,0,8,87.7
595,7,0,21,100.0
422,7,0,22,100.0
431,3,1,9,73.5
334,7,1,8,85.1
492,2,1,16,88.4
212,4,1,16,88.6
601,2,0,17,83.7
968,5,0,19,93.1
831,5,1,7,80.1
269,5,1,25,100.0
597,5,0,20,94.5
541,3,1,19,94.8
772,2,0,11,78.8
452,3,1,20,97.7
229,2,0,7,65.1
696,7,0,18,100.0
776,3,0,14,82.7
414,4,1,23,100.0
783,4,0,3,66.4
452,2,0,23,86.5
889,6,0,9,86.6
524,2,0,16,83.0
552,2,1,15,88.2
400,6,1,21,100.0
606,7,1,25,100.0
706,7,1,18,100.0
710,7,0,22,100.0
461,2,1,22,89.1
580,3,1,15,84.3
796,4,1,11,81.9
839,2,0,14,80.6
582,4,0,8,79.9
400,6,0,25,99.0
645,3,0,11,81.9
253,3,0,6,66.6
482,4,0,22,91.4
456,3,1,20,94.6
908,2,0,23,90.4
898,2,1,20,88.4
527,4,1,11,82.0
635,3,1,21,96.6
619,5,1,23,100.0
981,7,0,15,93.3
825,4,1,13,89.0
811,3,0,14,86.4
758,6,1,25,100.0
518,3,0,21,92.5
549,2,1,15,85.8
538,4,0,3,62.8
772,3,0,20,87.6
156,2,0,7,55.2
531,5,0,21,100.0
665,3,1,16,94.5
314,7,1,22,100.0
896,3,1,23,98.8
370,2,1,21,85.9
997,4,1,3,68.6
245,3,0,12,69.7
183,6,0,21,97.0
580,2,1,19,95.4
751,6,0,22,100.0
444,7,0,6,83.0
568,5,0,9,83.1
419,3,0,24,93.6
792,6,1,3,75.8
213,3,0,24,89.9
459,3,1,9,74.6
349,4,1,10,81.9
705,5,0,20,93.0
603,3,1,9,75.2
190,5,0,20,88.7
773,7,0,23,100.0
827,4,1,20,99.7
945,2,1,21,97.0
374,7,0,16,87.8
704,3,1,19,93.7
593,7,1,16,98.0
511,3,1,19,93.9
821,4,1,9,86.6
206,6,0,7,75.4
904,7,1,10,96.0
236,4,1,16,81.4
322,5,0,8,74.5
356,2,0,23,91.7
520,6,1,11,92.1
155,5,1,8,78.6
498,3,1,14,81.6
379,2,1,7,72.9
971,3,1,12,83.9
320,2,1,14,79.1
170,4,1,6,65.3
809,6,0,22,100.0
318,4,1,8,74.8
777,6,1,11,91.2
582,4,1,3,72.9
883,6,1,7,87.4
643,3,0,23,97.9
996,7,0,16,95.1
288,5,0,11,77.8
503,3,0,10,70.8
537,4,0,10,75.1
605,7,0,24,100.0
965,2,0,17,87.2
744,7,1,18,100.0
551,5,0,21,93.1
994,5,0,16,88.7
408,3,1,3,63.2
796,5,1,24,100.0
522,3,0,21,93.6
890,2,0,4,62.0
737,7,1,3,82.8
664,3,1,18,92.4
539,5,0,4,72.9
467,4,0,17,88.2
360,2,1,6,67.1
562,4,0,8,77.6
371,7,0,8,82.4
713,5,1,18,98.1
650,4,0,7,77.7
848,7,0,10,89.0
911,7,1,8,87.5
260,5,0,20,86.1
534,4,1,14,86.6
472,2,0,12,74.1
225,4,0,10,73.3
255,3,0,15,81.5
276,7,0,25,100.0
336,6,1,14,87.4
837,7,0,12,92.2
588,7,0,9,82.6
187,7,1,15,96.0
161,7,0,17,88.8
730,3,0,18,89.6
814,4,0,5,73.2
982,3,1,16,91.0
984,5,1,24,100.0
150,4,0,13,75.8
487,7,1,21,100.0
985,2,0,14,76.3
872,3,1,8,76.3
306,2,1,6,63.9
684,2,1,11,84.0
465,4,1,7,72.6
495,3,0,25,100.0
242,6,0,10,74.1
342,3,0,5,62.3
616,3,1,14,89.1
384,5,1,21,94.5
968,2,0,21,89.0
773,5,0,24,98.7
530,3,1,20,97.0
483,7,1,8,83.8
992,4,1,24,100.0
204,6,1,4,72.5
396,3,0,18,82.7
547,3,0,9,77.9
550,7,0,11,90.6
502,5,1,11,87.1
925,7,0,5,75.6
228,5,1,12,79.1
348,6,0,14,85.5
251,3,0,11,69.1
896,7,1,25,100.0
279,5,0,24,94.7
292,3,1,19,86.3
722,6,1,18,100.0
822,5,0,18,94.3
888,6,0,6,79.6
348,2,0,17,79.5
954,4,0,12,85.8
929,3,1,25,100.0
834,5,0,5,72.4
924,6,1,23,100.0
288,3,1,18,88.3
798,6,1,14,94.8
573,2,0,13,72.2
753,7,0,24,100.0
207,5,0,10,76.7
187,4,1,8,72.7
655,7,1,22,100.0
699,2,0,3,62.3
425,5,1,17,98.8
942,4,1,9,81.3
693,6,1,23,100.0
586,7,1,21,100.0
781,4,0,18,87.3
560,6,1,25,100.0
337,3,0,9,69.2
179,7,1,12,84.0
534,5,1,9,86.8
739,4,1,22,100.0
762,5,1,10,91.5
843,5,0,8,80.9
267,4,0,10,71.3
574,3,1,5,73.8
521,7,1,15,95.2
678,2,1,21,97.8
580,2,0,3,59.0
761,6,0,19,100.0
483,4,1,18,97.2
254,7,0,16,94.4
448,5,0,19,89.2
885,2,0,24,96.3
495,4,1,3,70.1
884,3,0,7,75.2
927,7,0,21,100.0
398,4,1,24,100.0
448,4,1,8,77.3
747,7,1,9,87.0
673,7,0,7,86.1
408,7,0,6,80.6
655,4,0,18,94.1
219,7,0,9,75.9
221,7,1,12,83.4
737,6,0,18,97.8
814,3,1,7,76.0
579,3,1,24,100.0
850,6,0,23,100.0
210,3,1,25,93.9
964,5,0,4,77.3
476,3,0,21,88.2
922,4,0,3,70.3
630,7,1,12,96.2
919,7,1,18,100.0
347,2,1,25,97.0
936,2,0,18,80.6
390,6,1,17,100.0
350,4,1,14,84.7
271,4,0,25,91.7
963,6,0,13,88.0
427,2,1,14,77.8
912,7,0,13,94.3
486,2,0,20,82.5
786,7,0,20,100.0
759,6,0,13,88.4
471,2,1,25,100.0
237,5,0,16,84.7
818,3,1,17,91.3
179,3,1,9,72.2
538,5,1,17,95.2
600,2,0,17,81.6
896,3,0,3,64.8
216,4,1,6,72.6
379,7,1,24,100.0
392,5,0,13,85.0
902,4,1,7,78.5
505,2,0,21,84.0
407,7,0,12,88.6
381,2,0,4,63.5
171,4,0,20,87.1
828,2,1,4,67.8
490,5,0,14,81.2
157,4,1,18,87.6
788,4,0,9,74.9
364,7,1,12,93.0
689,3,1,11,78.7
195,3,0,16,76.7
371,2,0,9,63.3
802,7,1,20,100.0
195,4,1,3,64.6
363,4,1,17,85.1
246,5,1,21,93.1
613,6,0,16,97.6
977,4,0,5,68.3
188,4,0,24,96.3
335,2,0,3,58.8
476,5,1,11,89.1
457,4,0,14,85.7
207,5,1,4,71.5
304,4,1,5,75.0
519,6,1,6,84.0
705,5,0,4,68.1
530,5,1,8,77.8
245,3,0,13,74.2
588,7,1,6,84.8
235,4,1,21,95.7
830,4,0,5,69.1
756,4,0,8,78.5
328,6,0,24,99.7
805,6,0,15,89.9
677,3,0,21,90.8
728,3,0,23,99.5
664,5,1,25,100.0
785,2,1,25,95.8
693,3,0,13,78.7
686,3,0,4,69.5
838,2,1,19,94.9
556,2,1,11,76.3
989,4,0,16,83.7
184,2,1,5,61.3
808,3,1,6,71.4
270,7,1,17,99.4
632,4,1,20,99.8
578,4,1,21,100.0
232,7,1,10,86.5
481,5,0,16,89.2
852,2,1,23,97.7
572,7,0,18,100.0
322,5,1,21,100.0
428,4,1,20,93.8
986,3,0,25,93.7
231,6,1,22,97.1
374,5,1,12,85.8
838,2,0,16,85.5
564,5,0,4,76.5
185,4,0,13,74.9
940,7,1,25,100.0
412,7,1,8,82.8
893,4,0,23,100.0
816,3,1,23,98.1
468,2,1,20,86.0
153,4,0,16,77.6
404,2,0,17,78.5
716,4,0,11,82.0
186,7,0,15,88.7
673,6,1,7,84.7
738,7,0,14,92.8
538,5,0,12,80.2
886,3,0,7,73.1
842,7,0,9,89.2
249,3,0,16,81.8
223,4,1,3,70.8
312,3,1,15,78.4
791,7,1,7,89.3
683,7,1,7,83.6
586,6,0,9,84.3
163,3,0,24,87.3
637,2,0,4,64.2
919,7,1,20,100.0
747,7,0,20,100.0
308,4,0,6,69.0
820,3,0,23,97.5
290,3,1,14,76.3
852,5,1,11,87.9
775,7,1,21,100.0
662,2,1,21,97.7
605,3,1,12,87.9
294,4,1,16,84.2
351,3,1,16,87.9
474,6,0,23,98.2
324,3,0,24,88.3
688,4,1,4,76.7
960,6,1,8,90.3
807,7,1,7,92.8
900,4,0,6,72.9
420,7,1,14,97.3
491,2,1,4,71.0
251,5,1,23,99.4
617,2,1,4,68.9
270,7,1,24,100.0
560,5,0,5,73.7
841,3,0,3,65.4
343,2,1,10,68.7
961,7,1,15,95.7
762,3,1,3,67.6
489,7,1,6,85.8
347,4,1,15,91.4
234,3,0,12,73.0
768,3,1,14,83.7
218,2,1,17,84.2
565,7,1,14,97.2
768,2,0,6,69.7
609,2,1,22,97.1
725,2,0,5,67.6
794,3,1,15,92.4
371,3,1,13,82.0
699,2,0,10,68.3
432,6,0,11,79.9
378,3,0,6,61.4
284,4,1,16,83.5
436,3,0,19,84.6
943,2,1,3,72.0
246,5,0,16,83.6
314,7,1,9,85.7
485,7,0,7,84.1
668,7,1,20,100.0
301,7,0,4,69.0
409,2,0,10,68.7
711,4,1,5,72.3
153,5,1,14,85.6
813,2,1,15,85.6
428,5,0,7,70.6
300,5,1,4,69.4
600,4,1,23,100.0
349,4,1,10,82.1
232,2,0,17,74.1
776,4,0,5,75.2
390,5,1,22,100.0
972,2,1,23,93.4
288,7,0,16,86.6
946,6,1,5,84.5
409,2,1,12,76.6
304,2,0,23,83.9
793,4,0,3,72.1
753,3,1,6,78.1
217,3,0,25,95.2
648,7,0,20,100.0
804,3,1,18,89.7
748,3,0,15,79.3
473,2,0,19,89.0
477,6,1,4,79.6
561,3,1,6,73.9
841,5,1,14,95.1
914,7,1,14,94.1
444,2,0,18,79.7
416,2,0,17,76.9
597,4,0,23,95.6
348,6,0,24,96.6
161,6,1,19,99.5
574,7,1,16,100.0
903,5,1,11,90.3
231,5,1,15,90.9
175,3,1,5,64.4
938,6,0,8,82.2
863,5,1,20,100.0
729,5,1,10,91.1
471,5,1,20,100.0
250,5,0,23,92.5
249,5,1,10,84.1
539,2,0,14,74.8
973,2,1,21,97.1
884,6,0,17,91.1
299,5,0,25,97.6
547,4,1,11,86.5
268,6,1,23,100.0
221,5,0,17,87.0
666,4,0,4,73.1
462,5,1,17,98.2
283,5,1,19,94.6
315,5,0,25,100.0
879,2,1,25,96.8
514,5,0,7,76.4
160,6,0,16,87.4
668,3,1,9,78.4
967,2,0,4,60.4
718,5,0,4,68.6
317,4,0,6,69.4
387,2,1,7,71.8
718,2,0,7,68.4
641,6,0,16,96.0
540,3,1,16,93.7
504,6,0,6,74.6
422,4,0,6,69.7
487,2,1,11,82.2
521,4,1,23,100.0
335,6,0,7,78.2
355,2,0,8,63.4
510,7,0,9,80.2
368,4,0,22,95.5
953,7,1,19,100.0
158,6,1,6,79.7
159,7,1,25,100.0
197,6,0,17,83.7
222,3,0,5,56.5
941,5,0,21,96.7
772,6,1,12,91.6
777,6,0,9,83.5
902,7,1,10,97.6
602,5,1,20,98.0
979,2,1,9,74.4
583,6,1,4,80.4
500,2,0,17,83.7
340,3,0,20,80.9
341,5,1,18,90.8
883,2,1,19,95.6
787,2,0,7,72.2
913,3,0,9,76.5
696,2,1,25,100.0
213,3,0,25,94.9
554,5,1,15,90.3
240,7,0,10,80.6
695,2,0,13,80.6
679,3,0,16,89.2
579,5,0,3,71.1
477,5,0,15,86.6
699,6,1,7,89.3
602,2,0,13,80.2
986,5,0,21,98.6
858,5,1,23,100.0
680,5,1,11,84.5
635,2,0,18,86.1
674,2,0,23,92.8
702,5,0,22,100.0
391,5,0,3,63.8
531,7,1,17,100.0
476,7,0,21,100.0
372,3,1,16,85.5
758,5,0,23,98.2
518,3,0,10,71.0
186,4,1,22,97.4
659,3,1,22,94.7
954,3,1,18,92.1
868,4,0,18,86.9
621,7,0,25,100.0
543,2,0,6,62.6
837,6,0,7,77.3
999,7,0,8,80.6
178,3,0,6,65.3
587,7,0,19,100.0
629,3,1,20,96.1
685,4,0,25,100.0
551,3,0,20,87.4
661,6,0,12,90.9
987,3,1,11,80.6
858,6,1,13,92.9
307,4,0,25,98.1
988,6,1,18,100.0
573,2,0,19,83.4
916,4,1,24,100.0
334,5,0,20,93.2
294,5,0,22,95.9
807,4,0,3,67.3
825,7,0,5,85.3
720,5,1,25,100.0
839,5,0,7,72.8
364,6,1,24,100.0
977,3,0,17,82.6
475,2,0,13,70.3
636,3,1,14,87.1
163,5,1,8,76.0
789,6,0,19,100.0
962,2,1,19,87.5
522,5,1,18,100.0
708,2,0,3,59.0
191,2,0,23,79.4
654,7,1,21,100.0
431,2,1,3,61.1
408,2,1,22,90.5
999,4,1,12,89.5
966,6,0,14,91.6
405,2,1,8,70.2
567,7,1,15,98.4
201,5,1,14,80.8
153,7,0,4,74.7
575,5,1,14,93.0
423,4,1,11,83.0
651,5,0,7,81.7
674,7,1,22,100.0
806,3,1,23,100.0
914,4,1,10,81.9
619,2,0,24,91.6
906,3,0,9,74.2
429,6,0,18,93.1
511,5,0,22,93.9
428,4,1,20,93.2
915,3,1,8,76.9
582,2,0,10,68.2
972,5,1,21,100.0
827,7,1,4,79.4
879,4,1,19,100.0
625,6,0,9,78.6
191,2,1,4,61.9
408,7,0,5,73.4
710,2,0,6,65.5
414,6,0,25,100.0
862,2,1,12,79.9
205,3,1,18,81.2
274,4,0,11,75.1
535,6,0,16,90.9
269,6,0,22,96.2
196,3,0,9,70.4
415,6,0,5,71.3
982,4,1,12,85.7
269,7,0,12,83.2
848,7,1,12,99.3
159,6,0,8,77.7
754,5,0,15,84.7
373,4,1,5,74.2
212,4,0,11,74.7
233,5,1,18,92.9
976,5,0,9,85.2
774,5,0,15,89.9
698,6,0,15,88.6
203,7,1,4,73.9
205,5,1,12,81.1
388,6,0,12,80.2
367,4,1,20,93.1
399,7,0,21,99.7
748,4,1,14,89.5
440,7,0,11,87.8
840,7,1,21,100.0
600,2,0,4,63.8
872,6,0,14,91.5
595,7,1,22,100.0
872,7,0,16,100.0
227,7,1,24,100.0
580,7,1,17,100.0
528,2,0,15,81.4
980,2,0,19,91.4
502,7,0,15,94.4
822,3,0,11,75.2
660,4,0,13,80.5
322,7,1,17,100.0
740,5,1,8,87.9
441,6,0,12,80.0
709,4,1,18,95.1
782,4,0,16,91.8
986,7,0,6,85.1
467,5,1,25,100.0
650,5,1,10,88.6
522,5,0,15,92.0
201,5,1,12,77.7
721,7,0,15,90.8
235,2,1,19,88.5
394,5,0,15,82.5
380,6,1,25,100.0
543,6,0,21,96.4
312,7,1,15,94.4
615,7,0,24,100.0
890,4,1,18,99.9
513,3,0,13,80.1
666,5,1,3,78.2
872,4,1,3,73.7
342,4,0,19,90.0
898,4,0,8,76.6
502,2,1,19,88.0
704,7,0,7,87.7
953,5,0,5,72.2
903,4,1,12,86.1
615,5,1,6,78.6
897,6,0,10,85.3
679,2,0,4,66.4
298,4,1,9,75.1
758,3,1,24,100.0
947,3,1,21,95.7
179,4,1,11,73.4
329,4,0,8,70.2
403,7,1,13,92.6
780,5,0,19,93.7
392,5,0,19,93.0
839,5,1,20,100.0
295,6,1,7,81.9
717,3,1,3,65.9
923,3,0,7,75.0
340,3,1,22,92.0
1000,4,0,15,81.6
279,6,1,10,86.2
388,7,0,6,73.2
179,5,1,21,94.3
552,6,0,10,88.4
195,7,0,13,88.9
379,2,1,16,81.5
964,3,1,23,97.1
964,5,0,3,73.6
799,3,1,5,71.4
692,5,1,23,100.0
928,5,1,19,97.7
260,3,1,21,87.2
970,7,1,25,100.0
774,4,0,21,92.3
926,7,1,3,85.7
309,7,1,3,77.8
865,5,1,13,91.4
382,5,1,15,91.1
531,5,1,15,88.3
895,5,0,10,77.2
915,5,1,8,88.1
359,6,1,18,97.0
529,7,0,11,86.9
841,6,0,16,92.8
529,3,0,20,90.0
667,2,0,9,75.4
842,7,0,10,88.2
480,5,0,4,68.0
457,4,1,23,99.9
500,5,0,17,93.9
330,4,1,8,79.5
817,5,0,18,93.1
978,4,1,8,78.2
637,3,0,4,71.0
967,4,1,18,97.3
298,2,0,10,70.8
323,5,1,20,94.3
183,7,0,15,89.7
403,7,0,18,98.8
900,3,1,10,77.7
883,3,0,10,72.9
279,2,1,16,82.4
664,3,1,18,93.1
776,4,1,7,75.1
428,2,0,13,71.1
633,7,1,11,97.2
553,3,0,5,66.2
587,5,1,4,74.4
769,6,0,17,98.4
918,5,0,14,88.8
426,2,0,20,79.7
638,6,1,9,86.9
662,5,1,10,82.4
695,6,1,5,81.9
395,3,0,20,90.7
471,7,1,22,100.0
598,6,0,10,82.0
608,2,0,23,95.4
193,7,0,11,81.4
588,4,1,22,100.0
378,6,0,16,91.7
459,4,1,14,87.5
986,5,1,5,75.7
252,5,1,21,94.4
909,7,1,6,82.4
161,5,1,3,65.3
749,7,1,5,85.3
324,6,1,13,89.5
366,4,1,13,84.0
486,4,1,15,88.9
528,4,0,5,71.6
509,3,0,9,73.3
555,6,0,18,96.4
291,3,0,24,95.2
501,5,1,24,100.0
345,2,0,20,82.9
580,5,0,7,79.0
720,5,0,25,100.0
489,3,1,19,87.5
292,2,0,18,78.3
623,6,0,13,87.7
166,7,1,18,100.0
700,2,0,14,79.8
702,6,1,25,100.0
995,6,1,14,95.1
564,7,1,7,83.9
789,2,1,8,75.8
972,6,1,8,90.3
286,5,1,10,76.5
445,6,0,16,94.3
256,6,1,14,92.4
370,2,1,10,73.0
503,5,0,8,76.3
453,5,1,12,87.0
651,3,1,5,74.5
374,4,1,10,82.1
763,3,0,17,83.3
277,4,0,3,59.2
814,5,0,16,86.1
229,6,0,7,69.5
752,3,1,15,91.2
856,3,1,4,71.3
629,3,0,10,75.3
531,4,0,21,97.4
353,7,0,22,100.0
885,5,1,23,100.0
383,2,1,14,75.0
306,2,0,15,72.8
716,6,1,3,75.5
916,2,0,19,88.6
640,4,1,12,89.7
334,4,1,17,86.6
907,6,1,20,100.0
689,4,1,24,100.0
901,5,1,13,94.4
779,4,1,11,86.0
781,7,1,8,88.6
964,2,0,18,87.0
280,3,0,17,81.2
726,7,0,21,100.0
914,7,1,17,100.0
183,3,0,17,73.3
161,7,1,12,84.9
508,2,1,25,99.4
870,3,1,21,100.0
288,2,1,21,89.6
582,2,0,8,67.1
667,4,1,3,71.5
917,5,0,14,87.8
164,3,0,8,67.6
245,6,1,22,100.0
